masked_id,asof_yyyymm,age,tenure_altered,checking_acct_ct,savings_acct_ct,mortgage_flag,heloc_flag,personal_loan_flag,cc_flag,prot_acct_flag,check_bal_altered,sav_bal_altered,mortgage_bal_altered,heloc_bal_altered,personal_loan_bal_altered,atm_withdrawls_cnt,atm_deposits_cnt,branch_visit_cnt,phone_banker_cnt,mobile_bank_cnt,online_bank_cnt,direct_mail_cnt,direct_email_cnt,direct_phone_cnt
12,201612,90,43.00,2,2,0,0,0,1,0,18471.67,104300.12,0.00,0.00,0.00,0,0,13,0,0,0,0,0,0
12,201611,90,42.92,2,2,0,0,0,1,0,10294.02,107873.38,0.00,0.00,0.00,0,0,11,0,0,1,0,1,3
12,201610,90,42.84,2,2,0,0,0,1,0,9064.87,101798.89,0.00,0.00,0.00,0,0,13,0,0,0,0,0,3
12,201609,89,42.75,2,2,0,0,0,1,0,13502.31,98368.59,0.00,0.00,0.00,0,0,19,0,0,1,0,1,5
12,201608,89,42.67,2,2,0,0,0,1,0,7271.11,360590.25,0.00,0.00,0.00,0,0,12,0,0,0,0,0,2
12,201607,89,42.59,2,2,0,0,0,1,0,6400.79,312735.43,0.00,0.00,0.00,0,0,14,0,0,0,0,0,0
33,201612,54,19.12,4,2,0,0,0,0,0,87012.90,38021.01,0.00,0.00,0.00,0,0,7,0,0,8,0,10,0
33,201611,54,19.03,4,2,0,0,0,0,0,86434.82,38020.97,0.00,0.00,0.00,0,0,12,4,0,11,0,28,2
33,201610,54,18.95,4,2,0,0,0,0,0,86199.56,38020.94,0.00,0.00,0.00,0,0,14,2,0,12,1,15,3
33,201609,54,18.87,4,2,0,0,0,0,0,82621.27,45217.78,0.00,0.00,0.00,0,0,11,0,0,10,1,3,1
33,201608,54,18.79,4,2,0,0,0,0,0,79456.64,45217.69,0.00,0.00,0.00,0,0,9,0,0,13,1,8,0
33,201607,54,18.71,4,2,0,0,0,0,0,74095.86,45217.58,0.00,0.00,0.00,0,0,6,0,0,9,0,9,0
26,201612,56,29.32,3,3,0,0,0,1,0,4727.08,1247.21,0.00,0.00,0.00,0,0,17,0,0,22,0,7,0
26,201611,56,29.24,3,3,0,0,0,1,0,1080.90,3210.25,0.00,0.00,0.00,0,0,15,0,0,23,1,11,0
26,201610,56,29.16,3,3,0,0,0,1,0,2598.70,3230.26,0.00,0.00,0.00,1,0,17,0,0,22,0,8,1
26,201609,56,29.08,3,3,0,0,0,1,0,6384.89,1279.25,0.00,0.00,0.00,0,0,19,0,0,41,1,9,0
26,201608,56,29.00,3,3,0,0,0,1,0,9580.85,12935.36,0.00,0.00,0.00,0,0,12,0,0,29,0,11,1
26,201607,56,28.91,3,3,0,0,0,1,0,21589.38,32455.36,0.00,0.00,0.00,0,0,17,0,0,48,0,6,1
4,201612,45,4.21,1,1,0,0,0,0,0,3988.13,5625.02,0.00,0.00,0.00,5,0,5,4,0,11,1,4,0
4,201611,45,4.14,1,1,0,0,0,0,0,3749.98,6757.40,0.00,0.00,0.00,4,0,3,0,0,5,0,6,0
4,201610,45,4.05,1,1,0,0,0,0,0,4226.51,11480.06,0.00,0.00,0.00,6,0,2,0,0,4,1,4,2
4,201609,45,3.97,1,1,0,0,0,0,0,4464.81,8521.84,0.00,0.00,0.00,4,0,3,0,0,8,0,2,0
4,201608,45,3.89,1,1,0,0,0,0,0,2808.30,12322.14,0.00,0.00,0.00,4,0,2,0,0,11,1,7,0
4,201607,45,3.80,1,1,0,0,0,0,0,5578.52,21258.31,0.00,0.00,0.00,6,0,2,0,0,10,0,3,0
44,201612,36,20.52,2,1,0,0,0,1,0,11665.32,241331.50,0.00,0.00,0.00,1,0,1,0,0,4,0,5,0
44,201611,36,20.44,2,1,0,0,0,1,0,8454.44,241311.01,0.00,0.00,0.00,1,0,1,0,0,5,0,11,0
44,201610,36,20.36,2,1,0,0,0,1,0,4789.53,241291.17,0.00,0.00,0.00,1,0,0,0,0,15,0,6,0
44,201609,36,20.28,2,1,0,0,0,1,0,11113.89,231571.48,0.00,0.00,0.00,2,0,1,0,0,12,0,4,0
44,201608,35,20.20,2,1,0,0,0,1,0,9411.72,231552.45,0.00,0.00,0.00,2,0,1,0,0,13,0,6,0
44,201607,35,20.11,2,1,0,0,0,1,0,7423.71,231532.79,0.00,0.00,0.00,2,0,0,0,0,8,0,8,0
14,201612,72,19.40,1,4,0,1,0,0,0,13438.49,76534.46,0.00,-2.15,0.00,0,0,11,0,0,0,0,0,0
14,201611,72,19.31,1,4,0,1,0,0,0,16660.13,77239.00,0.00,-2.15,0.00,0,0,10,0,0,1,0,1,0
14,201610,72,19.23,1,4,0,1,0,0,0,5383.14,75906.60,0.00,-2.15,0.00,0,0,6,0,0,0,0,1,0
14,201609,72,19.14,1,4,0,1,0,0,0,9351.32,74574.26,0.00,-2.15,0.00,0,0,13,0,0,1,0,1,0
14,201608,72,19.06,1,4,0,1,0,0,0,9101.68,78091.96,0.00,-2.15,0.00,0,0,6,0,0,0,0,0,0
14,201607,72,18.98,1,4,0,1,0,0,0,9072.89,76759.42,0.00,-2.15,0.00,0,0,5,0,0,0,0,0,0
6,201612,65,6.38,2,2,0,0,1,1,0,4556.68,36718.05,0.00,0.00,26740.66,0,0,12,0,0,46,1,0,0
6,201611,65,6.29,2,2,1,0,1,1,0,1764.50,38947.75,88475.82,0.00,27232.45,0,0,11,0,0,18,2,0,0
6,201610,65,6.21,2,2,1,0,1,1,0,1775.18,38906.69,88698.53,0.00,27705.81,1,0,11,0,0,21,2,2,0
6,201609,65,6.13,2,2,1,0,1,1,0,2729.60,38886.00,88920.43,0.00,28235.43,0,0,14,0,0,20,1,0,0
6,201608,65,6.05,2,2,1,0,1,0,0,3745.51,40469.04,89256.93,0.00,28711.70,0,0,6,0,0,14,0,0,0
6,201607,65,5.97,2,2,1,0,1,0,0,3846.85,40420.21,89744.52,0.00,29283.03,0,0,10,0,0,18,1,1,0
41,201612,33,25.32,1,1,0,0,0,0,0,14959.20,29320.74,0.00,0.00,0.00,0,0,18,0,0,53,0,6,0
41,201611,33,25.24,1,1,0,0,0,0,0,19301.08,29320.51,0.00,0.00,0.00,0,0,14,0,0,43,0,9,0
41,201610,33,25.16,1,1,0,0,0,0,0,7402.80,29247.52,0.00,0.00,0.00,0,0,11,0,0,49,0,17,0
41,201609,33,25.08,1,1,0,0,0,0,0,7516.73,29174.52,0.00,0.00,0.00,0,0,17,0,0,69,0,7,0
41,201608,33,24.99,1,1,0,0,0,0,0,13567.09,33951.45,0.00,0.00,0.00,0,0,15,0,0,77,0,14,0
41,201607,33,24.91,1,1,0,0,0,0,0,6933.37,46368.08,0.00,0.00,0.00,1,0,8,0,0,71,0,14,0
20,201612,43,21.40,1,1,0,0,0,0,0,3074.20,59174.02,0.00,0.00,0.00,3,0,6,0,0,74,0,3,0
20,201611,43,21.32,1,1,0,0,0,0,0,3187.07,60143.55,0.00,0.00,0.00,4,0,5,0,0,72,1,9,0
20,201610,43,21.24,1,1,0,0,0,0,0,2358.28,60143.02,0.00,0.00,0.00,10,0,8,0,0,87,1,12,0
20,201609,43,21.16,1,1,0,0,0,0,0,3041.48,60627.53,0.00,0.00,0.00,2,0,7,0,0,74,1,6,0
20,201608,43,21.07,1,1,0,0,0,0,0,627.79,66446.94,0.00,0.00,0.00,6,0,6,0,0,125,0,11,0
20,201607,43,20.99,1,1,0,0,0,0,0,1778.89,63051.97,0.00,0.00,0.00,4,0,5,0,0,87,2,11,0
39,201612,43,28.68,2,1,0,0,0,0,0,29036.97,304232.41,0.00,0.00,0.00,0,0,1,2,0,10,0,1,0
39,201611,43,28.60,2,1,0,0,0,0,0,29070.86,304219.48,0.00,0.00,0.00,0,0,2,0,0,23,0,3,0
39,201610,43,28.52,2,1,0,0,0,0,0,31854.87,304206.98,0.00,0.00,0.00,0,0,1,0,0,28,0,1,0
39,201609,43,28.43,2,1,0,0,0,0,0,33154.25,304183.24,0.00,0.00,0.00,0,0,2,0,0,35,0,1,0
39,201608,43,28.35,2,1,0,0,0,0,0,34735.49,304145.74,0.00,0.00,0.00,0,0,3,0,0,34,0,1,0
39,201607,43,28.26,2,1,0,0,0,0,0,36313.45,304106.99,0.00,0.00,0.00,2,0,6,0,0,21,0,0,0
27,201612,22,1.43,1,1,0,0,0,1,0,153.87,87644.80,0.00,0.00,0.00,0,0,0,0,0,16,0,4,0
27,201611,22,1.35,1,1,0,0,0,1,0,95.98,88592.46,0.00,0.00,0.00,0,0,0,0,0,11,0,5,0
27,201610,22,1.27,1,1,0,0,0,1,0,434.72,89263.56,0.00,0.00,0.00,0,0,0,1,0,11,0,9,0
27,201609,22,1.19,1,1,0,0,0,1,0,259.62,89516.98,0.00,0.00,0.00,0,0,0,1,0,16,0,8,0
27,201608,21,1.11,1,1,0,0,0,1,0,106.53,87942.06,0.00,0.00,0.00,0,6,0,0,0,50,0,17,0
27,201607,21,1.02,1,1,0,0,0,1,0,168.86,87590.93,0.00,0.00,0.00,0,0,0,0,0,22,0,15,0
35,201612,56,16.07,4,3,0,1,0,1,0,21141.45,18350.16,0.00,-2.15,0.00,3,0,4,0,0,36,1,1,0
35,201611,56,15.99,4,3,0,1,0,1,0,10088.55,21890.86,0.00,-2.15,0.00,4,0,5,3,0,36,0,1,3
35,201610,55,15.91,4,3,0,1,0,1,0,8694.15,23378.91,0.00,-2.15,0.00,3,0,1,2,0,33,0,0,1
35,201609,55,15.83,4,3,0,1,0,1,0,9361.18,27452.31,0.00,-2.15,0.00,3,0,9,2,0,40,1,1,0
35,201608,55,15.75,4,3,0,1,0,1,0,7375.72,33593.33,0.00,-2.15,0.00,6,0,4,0,0,56,0,0,2
35,201607,55,15.66,4,3,0,1,0,1,0,21467.48,42385.61,0.00,-2.15,0.00,6,0,11,0,0,56,0,0,0
5,201612,36,13.76,1,0,0,0,0,0,0,2179.39,0.00,0.00,0.00,0.00,0,0,4,3,0,30,1,2,0
5,201611,36,13.67,1,1,0,0,0,0,0,793.94,3786.99,0.00,0.00,0.00,0,0,1,0,0,26,1,7,2
5,201610,36,13.59,1,1,0,0,0,0,0,1213.56,4853.88,0.00,0.00,0.00,2,0,5,0,0,35,0,10,1
5,201609,35,13.51,1,1,0,0,0,0,0,2387.45,5144.76,0.00,0.00,0.00,0,0,3,0,0,47,1,3,3
5,201608,35,13.43,1,1,0,0,0,0,0,1335.79,49667.20,0.00,0.00,0.00,1,0,0,0,0,45,0,3,0
5,201607,35,13.35,1,1,0,0,0,0,0,2577.28,49471.93,0.00,0.00,0.00,0,0,1,3,0,60,1,9,4
21,201612,80,25.93,2,2,0,0,0,1,0,5094.09,180818.47,0.00,0.00,0.00,2,0,6,0,0,4,0,4,0
21,201611,80,25.85,2,2,0,0,0,1,0,7914.08,182980.03,0.00,0.00,0.00,0,0,7,0,0,5,0,6,1
21,201610,80,25.77,2,2,0,0,0,1,0,8881.19,181158.19,0.00,0.00,0.00,0,0,5,0,0,4,0,18,0
21,201609,80,25.69,2,2,0,0,0,1,0,12715.61,176579.29,0.00,0.00,0.00,1,0,6,1,0,6,0,10,0
21,201608,80,25.61,2,2,0,0,0,1,0,12806.52,185106.72,0.00,0.00,0.00,0,0,10,0,0,10,0,15,0
21,201607,80,25.52,2,2,0,0,0,1,0,6656.51,190538.20,0.00,0.00,0.00,0,0,3,0,0,9,0,10,0
7,201612,18,5.57,1,2,0,0,0,0,0,519.72,82971.65,0.00,0.00,0.00,12,0,5,0,0,0,0,0,0
7,201611,18,5.48,1,2,0,0,0,0,0,2722.50,82963.92,0.00,0.00,0.00,29,0,11,0,0,16,1,1,2
7,201610,18,5.40,1,2,0,0,0,1,0,1765.40,91653.01,0.00,0.00,0.00,19,0,12,4,0,0,0,4,1
7,201609,18,5.32,1,2,0,0,0,1,0,370.29,102023.39,0.00,0.00,0.00,18,0,9,0,0,0,0,0,0
7,201608,18,5.23,1,2,0,0,0,1,0,2896.79,114005.67,0.00,0.00,0.00,10,0,13,4,0,0,0,0,0
7,201607,18,5.16,1,2,0,0,0,1,0,464.82,145508.62,0.00,0.00,0.00,4,0,13,0,0,2,0,4,0
32,201612,49,18.08,2,0,0,0,0,1,0,5016.96,0.00,0.00,0.00,0.00,0,0,4,0,0,20,0,7,0
32,201611,49,17.99,1,1,0,0,0,1,0,4008.06,3967.53,0.00,0.00,0.00,1,0,7,0,0,15,0,2,0
32,201610,49,17.92,1,1,0,0,0,1,0,3823.73,8590.61,0.00,0.00,0.00,2,0,5,0,0,21,0,3,0
32,201609,49,17.83,1,1,0,0,0,1,0,3923.58,13409.08,0.00,0.00,0.00,3,0,8,0,0,16,0,1,0
32,201608,49,17.75,1,1,0,0,0,1,0,3784.61,21353.25,0.00,0.00,0.00,5,0,5,0,0,13,0,0,0
32,201607,49,17.67,1,1,0,0,0,1,0,3988.77,25553.15,0.00,0.00,0.00,4,0,5,0,0,19,0,2,0
23,201612,29,6.29,1,1,0,0,0,0,0,12933.85,12190.04,0.00,0.00,0.00,0,0,13,0,0,0,1,3,0
23,201611,29,6.21,1,1,0,0,0,0,0,6212.85,18979.89,0.00,0.00,0.00,0,0,9,0,0,6,0,2,0
23,201610,29,6.14,1,1,0,0,0,0,0,6212.85,18979.74,0.00,0.00,0.00,0,0,7,0,0,2,1,15,0
23,201609,28,6.05,1,1,0,0,0,0,0,6212.85,18979.58,0.00,0.00,0.00,0,0,14,0,0,4,0,2,0
23,201608,28,5.97,1,1,0,0,0,0,0,6212.85,18979.41,0.00,0.00,0.00,0,0,2,0,0,1,1,2,0
23,201607,28,5.89,1,1,0,0,0,0,0,5884.92,10438.12,0.00,0.00,0.00,0,0,8,0,0,1,0,6,0
37,201612,83,30.59,3,2,0,0,0,0,0,32007.24,67151.97,0.00,0.00,0.00,0,0,18,0,0,0,0,1,0
37,201611,83,30.50,3,2,0,0,0,0,0,29790.43,67147.41,0.00,0.00,0.00,0,0,14,0,0,1,0,1,0
37,201610,83,30.42,3,2,0,0,0,0,0,36847.43,67142.99,0.00,0.00,0.00,0,0,19,0,0,0,0,1,0
37,201609,83,30.34,3,2,0,0,0,0,0,29556.03,57435.62,0.00,0.00,0.00,0,0,15,0,0,1,0,1,1
37,201608,83,30.25,3,2,0,0,0,0,0,26501.28,51207.71,0.00,0.00,0.00,0,0,17,0,0,0,0,1,0
37,201607,83,30.18,3,2,0,0,0,0,0,31639.09,26944.84,0.00,0.00,0.00,0,0,21,0,0,1,0,0,0
47,201612,70,20.04,1,5,1,0,0,0,0,52586.13,1036516.30,35947.32,0.00,0.00,0,0,2,0,0,0,4,0,0
47,201611,70,19.95,1,5,1,0,0,0,0,43650.40,1036463.47,36304.02,0.00,0.00,0,0,1,0,0,0,4,0,3
47,201610,70,19.88,1,5,1,0,0,0,0,40394.72,1036412.36,36659.31,0.00,0.00,0,0,1,0,0,0,6,0,1
47,201609,70,19.79,1,5,1,0,0,0,0,33592.59,1036359.54,37013.20,0.00,0.00,0,0,1,0,0,0,4,0,1
47,201608,69,19.71,1,5,1,0,0,0,0,27677.63,1036308.44,37365.70,0.00,0.00,0,0,0,0,0,0,4,0,1
47,201607,69,19.63,1,5,1,0,0,0,0,21997.78,1036255.64,37716.80,0.00,0.00,0,0,1,0,0,0,3,0,0
34,201612,71,47.49,3,2,0,0,0,1,0,16223.92,295821.49,0.00,0.00,0.00,0,0,14,0,0,0,0,0,0
34,201611,71,47.40,3,2,0,0,0,1,0,15601.06,295796.85,0.00,0.00,0.00,0,0,10,0,0,0,0,0,0
34,201610,71,47.33,3,2,0,0,0,1,0,15135.10,295773.00,0.00,0.00,0.00,0,0,10,0,0,0,1,1,0
34,201609,71,47.24,3,2,0,0,0,1,0,17392.48,295748.35,0.00,0.00,0.00,0,0,10,0,0,0,0,0,1
34,201608,71,47.16,3,2,0,0,0,1,0,16362.90,295724.50,0.00,0.00,0.00,0,0,15,0,0,0,1,1,0
34,201607,71,47.08,3,2,0,0,0,1,0,15586.74,295699.86,0.00,0.00,0.00,0,0,14,0,0,0,0,0,0
46,201612,48,15.02,1,1,1,0,0,1,0,8912.70,578637.54,582529.57,0.00,0.00,4,0,2,3,0,19,0,0,0
46,201611,48,14.94,1,1,1,0,0,1,0,8083.45,557058.97,584398.34,0.00,0.00,1,0,4,0,0,14,1,0,0
46,201610,48,14.86,1,1,1,0,0,1,0,12052.44,580516.14,585254.70,0.00,0.00,4,0,3,0,0,11,2,4,0
46,201609,48,14.78,1,1,1,0,0,1,0,10358.88,582897.23,586230.30,0.00,0.00,4,0,5,0,0,30,1,10,0
46,201608,48,14.69,1,1,1,0,0,1,0,7797.80,582825.37,587153.82,0.00,0.00,2,0,6,0,0,15,1,11,0
46,201607,48,14.61,1,1,1,0,0,1,0,12135.43,582751.11,588001.02,0.00,0.00,8,0,12,2,0,21,0,14,0
18,201612,19,17.26,1,1,0,0,0,0,0,2679.67,29110.50,0.00,0.00,0.00,0,0,2,0,0,0,1,1,0
18,201611,19,17.17,1,1,0,0,0,0,0,2679.67,29110.26,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0
18,201610,19,17.09,1,1,0,0,0,0,0,2679.67,29110.03,0.00,0.00,0.00,0,0,1,0,0,0,1,1,0
18,201609,19,17.00,1,1,0,0,0,0,0,2679.67,29109.78,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0
18,201608,19,16.93,1,1,0,0,0,0,0,2679.67,29109.53,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0
18,201607,19,16.85,1,1,0,0,0,0,0,2679.67,29109.31,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0
11,201612,29,7.44,1,1,0,0,1,0,0,5724.58,31716.29,0.00,0.00,23219.56,0,0,0,0,0,15,0,6,0
11,201611,29,7.36,1,1,0,0,1,0,0,7169.29,33171.01,0.00,0.00,23368.94,0,0,0,0,0,16,1,14,0
11,201610,29,7.28,1,1,0,0,1,0,0,4314.07,37744.27,0.00,0.00,23508.62,0,0,0,0,0,17,0,17,0
11,201609,29,7.19,1,1,0,0,1,0,0,6196.31,35803.96,0.00,0.00,23634.72,0,0,0,0,0,21,2,5,3
11,201608,29,7.12,1,1,0,0,1,0,0,5332.53,36773.67,0.00,0.00,23788.95,3,0,0,0,0,20,0,7,0
11,201607,29,7.03,1,1,0,0,1,0,0,6565.93,35803.35,0.00,0.00,23927.66,1,0,0,2,0,38,1,14,0
42,201612,29,11.24,1,3,0,0,0,1,0,6620.24,104216.57,0.00,0.00,0.00,0,0,1,0,0,6,0,8,1
42,201611,29,11.16,1,3,0,0,0,1,0,14586.63,120594.08,0.00,0.00,0.00,0,0,2,0,0,4,0,14,1
42,201610,29,11.07,1,3,0,0,0,1,0,14266.42,139703.89,0.00,0.00,0.00,0,0,0,0,0,5,0,14,1
42,201609,29,11.00,1,3,0,0,0,1,0,24438.27,149062.83,0.00,0.00,0.00,1,0,0,0,0,4,0,9,4
42,201608,29,10.92,1,3,0,0,0,1,0,11413.86,168365.45,0.00,0.00,0.00,0,0,0,0,0,3,1,13,3
42,201607,29,10.83,1,3,0,0,0,1,0,7375.15,172993.79,0.00,0.00,0.00,1,0,1,0,0,6,1,14,0
30,201612,83,8.49,2,3,0,0,0,1,0,19794.81,1456972.40,0.00,0.00,0.00,0,0,14,0,0,6,0,0,0
30,201611,83,8.40,2,3,0,0,0,1,0,23910.36,1456884.97,0.00,0.00,0.00,0,0,19,1,0,8,0,0,0
30,201610,83,8.32,2,1,0,0,0,1,0,16875.02,242800.11,0.00,0.00,0.00,0,0,10,0,0,6,0,1,0
30,201609,83,8.23,2,1,0,0,0,1,0,12766.73,257337.29,0.00,0.00,0.00,0,0,12,0,0,7,0,0,0
